,DTA-mean,DTA-se,DTA-upper,DTA-lower,SRS-mean,SRS-se,SRS-upper,SRS-lower,SARSA-mean,SARSA-se,SARSA-upper,SARSA-lower,SPRS-mean,SPRS-se,SPRS-upper,SPRS-lower
10,398.278,8.249453170832457,406.5274531708325,390.02854682916757,425.0772,8.459379983469463,433.5365799834695,416.6178200165305,610.59,10.638298525499247,621.2282985254993,599.9517014745007,727.2,10.7782180251473,737.9782180251474,716.4217819748527
11,363.693,8.01661404124409,371.7096140412441,355.6763859587559,442.9916,8.6972170553713,451.6888170553713,434.2943829446287,584.92,9.666036659206766,594.5860366592067,575.2539633407932,858.9,6.767647027700009,865.6676470277,852.1323529722999
12,364.883,7.914981904031354,372.79798190403136,356.9680180959686,410.27,8.138276966534603,418.4082769665346,402.1317230334654,602.12,10.306159966232151,612.4261599662321,591.8138400337679,663.7,8.779857898824037,672.4798578988241,654.920142101176
13,352.075,7.31512597293662,359.39012597293663,344.75987402706335,414.0664,8.875425612978484,422.94182561297845,405.1909743870215,580.94,10.118394033330063,591.0583940333302,570.82160596667,885.0,7.24377609482318,892.2437760948231,877.7562239051769
14,331.14,7.649160162575645,338.7891601625756,323.49083983742435,372.548,8.835262392114148,381.38326239211415,363.71273760788586,596.29,9.875394432983343,606.1653944329834,586.4146055670166,664.7,8.633667580557399,673.3336675805574,656.0663324194427
15,317.26,7.348467483001001,324.608467483001,309.911532516999,361.8554,7.782646322173079,369.63804632217307,354.0727536778269,551.51,9.802092422064044,561.312092422064,541.707907577936,788.8,5.754246222384427,794.5542462223843,783.0457537776156
16,289.385,6.412389658975495,295.7973896589755,282.9726103410245,374.2726,8.022574382501222,382.2951743825012,366.2500256174988,606.94,10.294236885500347,617.2342368855004,596.6457631144997,636.7,10.883500941097882,647.5835009410979,625.8164990589022
17,259.417,6.061679328338219,265.4786793283382,253.35532067166176,356.2226,7.198418410866109,363.4210184108661,349.0241815891339,530.76,9.387900703915308,540.1479007039153,521.3720992960847,691.4,9.12725425490586,700.5272542549059,682.2727457450941
18,289.117,6.2542626902614,295.3712626902614,282.86273730973863,337.8966,7.719911779963262,345.6165117799632,330.17668822003674,572.85,9.221448513670055,582.07144851367,563.62855148633,716.1,10.40378099920881,726.5037809992089,705.6962190007912
19,259.841,6.129178722781689,265.9701787227817,253.71182127721832,314.1122,7.362823458174689,321.4750234581747,306.74937654182526,556.88,10.405212839727321,567.2852128397274,546.4747871602726,423.6,9.524567394413067,433.1245673944131,414.07543260558697
20,251.294,6.193098590352774,257.4870985903528,245.10090140964724,258.6984,6.270124704995235,264.9685247049952,252.42827529500477,482.41,9.993933130661878,492.4039331306619,472.4160668693381,741.0,10.084229354376152,751.0842293543761,730.9157706456239
21,238.378,5.6421155800789595,244.02011558007894,232.73588441992104,261.4858,6.278721050337909,267.7645210503379,255.20707894966208,522.99,10.070629754375608,533.0606297543757,512.9193702456243,782.8,9.995713514453904,792.7957135144538,772.8042864855461
22,237.223,5.749701413519044,242.97270141351905,231.47329858648098,287.9802,6.646852465819292,294.6270524658193,281.33334753418075,485.78,9.4130278434343,495.19302784343427,476.3669721565657,557.2,8.988607753351912,566.1886077533519,548.2113922466482
23,220.616,5.374815246427308,225.99081524642733,215.2411847535727,267.7052,6.213481320270811,273.9186813202708,261.49171867972916,478.96,9.677224918102766,488.63722491810273,469.2827750818972,585.8,8.790849833921877,594.5908498339219,577.009150166078
24,201.682,4.764400823492769,206.44640082349275,196.91759917650722,227.0406,5.749103778860369,232.78970377886037,221.29149622113965,482.9,9.320775549106221,492.2207755491062,473.5792244508938,604.5,11.019300274159228,615.5193002741593,593.4806997258407
25,181.928,4.418429169528004,186.346429169528,177.509570830472,224.2554,5.951562705477536,230.20696270547754,218.30383729452248,428.58,9.321645931522102,437.90164593152207,419.2583540684779,589.5,8.8186114580578,598.3186114580578,580.6813885419422
26,191.905,4.873052997802644,196.77805299780263,187.03194700219737,227.0914,5.6393578054516444,232.73075780545165,221.45204219454834,413.02,8.947256918146042,421.967256918146,404.07274308185396,725.4,9.446619925529268,734.8466199255292,715.9533800744707
27,183.558,4.420774546154584,187.97877454615457,179.13722545384542,233.6426,6.032376691793125,239.67497669179312,227.61022330820686,423.37,7.519358887258442,430.8893588872584,415.8506411127416,618.7,9.985194967197634,628.6851949671977,608.7148050328024
28,175.519,4.014024952493714,179.53302495249372,171.5049750475063,201.233,4.216619451713987,205.449619451714,197.016380548286,414.16,8.392440054423028,422.5524400544231,405.767559945577,741.5,8.915432709400665,750.4154327094006,732.5845672905994
29,172.54,4.010135245623477,176.55013524562347,168.52986475437652,213.7782,5.449276181961834,219.22747618196183,208.32892381803816,388.22,9.019976174047837,397.23997617404785,379.2000238259522,558.2,7.683865207515707,565.8838652075158,550.5161347924843
30,166.655,3.7688739156109983,170.423873915611,162.886126084389,170.0492,4.252644595486704,174.30184459548673,165.7965554045133,378.25,8.951884709012235,387.20188470901223,369.29811529098777,582.9,9.762233202141228,592.6622332021412,573.1377667978587
31,169.118,4.1641321700280125,173.282132170028,164.95386782997198,170.7636,5.034423098829751,175.79802309882976,165.72917690117023,355.35,8.059023406634262,363.4090234066343,347.29097659336577,786.8,10.046049237758677,796.8460492377586,776.7539507622413
32,154.845,3.3972376839925693,158.24223768399256,151.44776231600744,198.9868,4.639299374043486,203.62609937404346,194.3475006259565,372.59,8.986566524397233,381.5765665243972,363.60343347560274,558.2,9.91635668608797,568.116356686088,548.2836433139121
33,153.157,3.293102877165036,156.45010287716505,149.86389712283497,163.8626,4.604930740688797,168.46753074068877,159.2576692593112,377.3,8.029617365436284,385.3296173654363,369.2703826345637,653.5,10.536468731481419,664.0364687314814,642.9635312685186
34,145.649,3.4474811335533406,149.09648113355334,142.20151886644666,168.5258,5.666263788737849,174.19206378873784,162.85953621126217,323.91,7.642646372632371,331.5526463726324,316.26735362736764,718.8,7.88305670558469,726.6830567055846,710.9169432944153
35,143.828,3.3248730687148367,147.15287306871483,140.50312693128518,160.0748,5.115655844185995,165.190455844186,154.95914415581402,319.5,7.023202361990114,326.5232023619901,312.4767976380099,739.4,7.941152355897576,747.3411523558975,731.4588476441024
36,138.213,3.3051424538609497,141.51814245386095,134.90785754613904,188.0428,5.659331214740454,193.70213121474046,182.38346878525954,320.06,8.52510049204468,328.58510049204466,311.53489950795534,591.4,10.083794133427475,601.4837941334274,581.3162058665725
37,140.9,3.35107298497229,144.2510729849723,137.54892701502772,167.004,4.635887577783926,171.63988757778392,162.36811242221606,312.86,7.52445470581232,320.38445470581235,305.3355452941877,630.5,9.927338795420582,640.4273387954206,620.5726612045794
38,125.474,2.743248553054398,128.2172485530544,122.7307514469456,179.9924,5.483193676123216,185.47559367612322,174.50920632387678,316.0,7.41501922030989,323.4150192203099,308.5849807796901,642.9,8.628018368038942,651.5280183680389,634.271981631961
39,130.4,2.92911810721916,133.32911810721916,127.47088189278085,169.9818,4.989097230957577,174.97089723095758,164.9927027690424,302.02,7.023880698391059,309.04388069839104,294.9961193016089,705.0,10.457763636444035,715.457763636444,694.542236363556
40,121.078,3.099772166204682,124.17777216620469,117.97822783379532,166.5018,5.0253623117477355,171.52716231174773,161.47643768825228,274.71,5.442241474479132,280.1522414744791,269.26775852552083,663.2,11.858451210311975,675.058451210312,651.3415487896881
41,120.567,2.878856170232359,123.44585617023235,117.68814382976764,145.8222,5.24083707542027,151.06303707542028,140.58136292457974,252.18,7.134614365301116,259.3146143653011,245.0453856346989,648.4,10.567282680947589,658.9672826809476,637.8327173190523
42,114.912,2.8225150969221104,117.73451509692211,112.0894849030779,127.4928,3.5099739921167377,131.00277399211674,123.98282600788326,263.31,6.4966410076608465,269.80664100766086,256.81335899233915,584.6,11.271219709822883,595.8712197098229,573.3287802901772
43,108.437,2.5342490890740197,110.97124908907402,105.90275091092597,140.206,3.9637526741276163,144.1697526741276,136.24224732587237,251.32,6.2492771964035505,257.56927719640356,245.07072280359645,719.7,7.968031473431682,727.6680314734317,711.7319685265684
44,105.92,2.604904579867094,108.5249045798671,103.3150954201329,133.019,4.64703812542753,137.66603812542755,128.37196187457246,284.71,6.548195227894817,291.2581952278948,278.16180477210514,716.7,9.859377639971438,726.5593776399714,706.8406223600286
45,106.174,2.613656307050235,108.78765630705024,103.56034369294977,138.294,4.004638410889247,142.29863841088925,134.28936158911077,325.55,7.751288432399629,333.30128843239964,317.7987115676004,487.7,8.734880077127205,496.4348800771272,478.96511992287276
46,99.025,2.34145461455359,101.36645461455359,96.68354538544642,131.6612,4.874539577041416,136.53573957704143,126.78666042295859,263.44,6.581201068406747,270.02120106840675,256.85879893159324,667.0,9.77752035070819,676.7775203507082,657.2224796492918
47,96.389,2.3892821744089967,98.77828217440899,93.999717825591,136.5716,4.288941169091212,140.8605411690912,132.2826588309088,268.15,6.272317921010734,274.4223179210107,261.87768207898927,538.8,7.559139106238948,546.3591391062389,531.240860893761
48,94.738,2.4045980448763324,97.14259804487634,92.33340195512366,133.8476,4.71024385701121,138.55784385701122,129.13735614298878,258.09,5.830851185914369,263.92085118591433,252.25914881408562,613.4,11.585791595883286,624.9857915958833,601.8142084041167
49,87.836,2.12850973237332,89.96450973237332,85.70749026762668,112.6028,3.66667918934991,116.26947918934991,108.9361208106501,227.54,5.539316362829377,233.07931636282936,222.00068363717062,666.0,10.033246304001617,676.0332463040016,655.9667536959984
50,87.593,2.2934864838107476,89.88648648381076,85.29951351618925,92.581,2.914807558450939,95.49580755845095,89.66619244154906,251.77,6.587251131014252,258.35725113101427,245.18274886898575,469.9,7.719041236554306,477.61904123655427,462.1809587634457
51,82.667,2.02850182042099,84.69550182042099,80.63849817957902,103.1204,3.088340425098033,106.20874042509804,100.03205957490196,286.02,6.85406953277036,292.87406953277036,279.1659304672296,668.2,11.192541297149493,679.3925412971496,657.0074587028505
52,79.328,2.308280616964476,81.63628061696448,77.01971938303552,111.0712,3.8095976975706343,114.88079769757064,107.26160230242937,227.72,5.965772951039945,233.68577295103995,221.75422704896005,470.2,10.70556227005254,480.90556227005254,459.49443772994744
53,76.136,2.084818479800903,78.2208184798009,74.0511815201991,84.427,2.655653160491836,87.08265316049184,81.77134683950817,270.32,7.814596109640045,278.13459610964003,262.50540389035996,485.8,9.45604060858871,495.2560406085887,476.3439593914113
54,76.352,1.9631393415222436,78.31513934152225,74.38886065847775,77.3778,2.984104882006187,80.36190488200619,74.3936951179938,212.27,4.468773545848027,216.73877354584803,207.801226454152,492.2,9.750405414190562,501.9504054141905,482.44959458580945
55,65.604,1.889816505760403,67.4938165057604,63.7141834942396,88.0688,3.5618361194878903,91.63063611948789,84.5069638805121,223.26,5.427548203445269,228.68754820344526,217.83245179655472,815.9,8.22813628662503,824.128136286625,807.6718637133749
56,68.5,1.9803139561914944,70.4803139561915,66.5196860438085,76.4752,3.1251040480557695,79.60030404805578,73.35009595194423,217.63,5.430488377469526,223.0604883774695,212.19951162253048,545.6,10.948985372219731,556.5489853722197,534.6510146277803
57,60.285,1.7175852301841883,62.00258523018419,58.567414769815805,70.697,2.8014957473512263,73.49849574735123,67.89550425264878,210.57,5.33950721173697,215.90950721173695,205.23049278826304,482.0,8.488594726137466,490.4885947261375,473.5114052738625
58,61.919,1.6801963383518832,63.59919633835188,60.23880366164811,71.0436,2.7640762406704438,73.80767624067045,68.27952375932955,189.39,4.09682181868813,193.48682181868813,185.29317818131184,702.6,11.601141252922513,714.2011412529225,690.9988587470775
59,54.651,1.490922760408577,56.14192276040858,53.16007723959142,67.6324,2.600906414957234,70.23330641495724,65.03149358504277,209.18,4.571488128488814,213.75148812848883,204.60851187151118,673.0,10.985255162541346,683.9852551625413,662.0147448374587
60,52.301,1.5661115404110462,53.867111540411045,50.73488845958896,63.955,3.1435471786760023,67.098547178676,60.811452821323996,231.3,6.850853337264353,238.15085333726435,224.44914666273567,533.4,8.309323719562972,541.7093237195629,525.090676280437
61,50.337,1.3707368058319305,51.707736805831935,48.96626319416807,60.664,2.076399492196242,62.74039949219625,58.58760050780376,163.95,4.403668095246673,168.35366809524666,159.54633190475332,718.9,8.62022227996933,727.5202222799693,710.2797777200307
62,47.019,1.1969957409317746,48.215995740931774,45.82200425906822,49.7692,1.618155350678697,51.387355350678696,48.1510446493213,200.19,5.831582512650316,206.02158251265033,194.35841748734967,573.1,9.892639727455679,582.9926397274558,563.2073602725443
63,46.851,1.3553194249314238,48.20631942493142,45.495680575068576,50.0832,1.8758392724741728,51.95903927247417,48.207360727525824,174.16,3.763728409094274,177.92372840909428,170.3962715909057,518.5,10.07297762787673,528.5729776278768,508.42702237212325
64,43.097,1.113069719504017,44.21006971950402,41.98393028049598,54.2616,2.270249079728764,56.531849079728765,51.99135092027124,186.2,5.547964404911691,191.74796440491167,180.6520355950883,552.5,9.290748068985783,561.7907480689857,543.2092519310143
65,39.521,0.9998549791087292,40.520854979108734,38.52114502089127,49.7184,2.3666351640130916,52.08503516401309,47.35176483598691,184.52,5.703992296691261,190.22399229669128,178.81600770330874,432.6,7.887725287064579,440.4877252870646,424.7122747129354
66,40.901,1.1027429741749035,42.003742974174905,39.7982570258251,48.247,2.3387422540529053,50.5857422540529,45.9082577459471,168.54,4.467889043270147,173.00788904327013,164.07211095672986,585.9,9.697085278181294,595.5970852781812,576.2029147218187
67,38.679,1.0079985441800359,39.686998544180035,37.67100145581997,39.3712,1.2276233236548442,40.59882332365485,38.143576676345155,150.06,3.577740075504602,153.6377400755046,146.4822599244954,459.7,8.118001477829427,467.8180014778294,451.5819985221706
68,35.57,1.0333594222531783,36.60335942225318,34.53664057774682,39.5614,1.9498342208230106,41.51123422082301,37.611565779176985,171.15,5.76355197288591,176.91355197288593,165.38644802711408,788.0,9.034210108671536,797.0342101086716,778.9657898913284
69,35.391,1.0626916847892542,36.453691684789256,34.32830831521074,38.4488,1.3882616407776311,39.83706164077763,37.06053835922237,161.04,5.006540144950583,166.04654014495057,156.03345985504941,639.1,9.24922162418038,648.3492216241804,629.8507783758197
70,32.667,0.7912164887314638,33.458216488731466,31.875783511268537,34.3308,0.9610702891595255,35.291870289159526,33.36972971084048,157.27,4.6580242359153665,161.9280242359154,152.61197576408463,624.6,11.812246136464413,636.4122461364644,612.7877538635356
71,31.693,0.7536924356279276,32.44669243562793,30.939307564372072,33.4112,1.0067293914871864,34.417929391487185,32.40447060851282,147.4,4.013854250076329,151.41385425007633,143.38614574992368,567.1,8.343335236852583,575.4433352368526,558.7566647631475
72,30.823,0.7675528363414426,31.590552836341445,30.055447163658556,32.7424,1.39049871781461,34.13289871781461,31.351901282185395,120.55,3.384115915393128,123.93411591539312,117.16588408460687,760.1,6.876118434731363,766.9761184347313,753.2238815652687
73,30.057,0.768558732543072,30.825558732543072,29.288441267456925,29.881,1.274855779866719,31.15585577986672,28.60614422013328,131.28,3.6316864820991643,134.91168648209916,127.64831351790083,798.8,7.472602205903329,806.2726022059032,791.3273977940967
74,27.641,0.564706638247661,28.20570663824766,27.076293361752338,27.595,0.6608695444150121,28.25586954441501,26.934130455584988,132.77,3.8957123961570943,136.66571239615712,128.8742876038429,574.4,10.244150540575575,584.6441505405755,564.1558494594244
75,27.289,0.5432009927916388,27.83220099279164,26.745799007208362,26.413,0.5682756634406285,26.981275663440627,25.844724336559374,129.47,4.020687103424302,133.4906871034243,125.44931289657569,569.1,9.876187047749424,578.9761870477495,559.2238129522506
76,25.418,0.4974836766438104,25.91548367664381,24.92051632335619,28.0822,1.0318376298986542,29.114037629898654,27.050362370101347,106.05,3.3299058481648274,109.37990584816482,102.72009415183517,622.5,10.631924218473443,633.1319242184734,611.8680757815266
77,25.175,0.4625885183253415,25.63758851832534,24.71241148167466,25.012,0.49005877744423126,25.502058777444233,24.521941222555768,110.56,3.4852730897149593,114.04527308971497,107.07472691028504,614.0,10.148985210339928,624.1489852103399,603.8510147896601
78,24.297,0.4123744977566806,24.70937449775668,23.88462550224332,24.5086,0.8891257763084346,25.397725776308437,23.619474223691565,94.8,3.0946962229401223,97.89469622294013,91.70530377705987,711.3,9.672208625115385,720.9722086251153,701.6277913748846
79,23.635,0.3883648783427555,24.023364878342758,23.246635121657246,23.2464,0.4551658597459962,23.701565859745997,22.791234140254005,98.48,3.161101823242821,101.64110182324282,95.31889817675719,450.2,11.492841194066193,461.6928411940662,438.7071588059338
80,23.876,0.4526391316322395,24.32863913163224,23.423360868367762,22.4922,0.3419967623060049,22.834196762306004,22.150203237693997,84.87,2.4801995339218976,87.35019953392191,82.3898004660781,631.0,9.53115917122883,640.5311591712289,621.4688408287711
81,23.096,0.3369803881655956,23.432980388165596,22.759019611834404,21.5506,0.32407368802238207,21.87467368802238,21.22652631197762,82.83,2.4051121479723587,85.23511214797236,80.42488785202764,521.2,10.18136418625765,531.3813641862577,511.0186358137424
82,22.769,0.3183901414807027,23.0873901414807,22.450609858519297,21.8884,0.5620325457592409,22.45043254575924,21.32636745424076,81.27,3.0710503690738182,84.34105036907381,78.19894963092618,586.8,8.131884712069668,594.9318847120696,578.6681152879303
83,22.292,0.2933406679036266,22.58534066790363,21.998659332096373,21.047,0.28854734134812904,21.33554734134813,20.758452658651873,76.76,2.7841763457458137,79.54417634574583,73.97582365425419,777.0,9.984732849970523,786.9847328499706,767.0152671500294
84,21.602,0.23093333037036715,21.832933330370366,21.371066669629634,21.881,0.698207586228812,22.57920758622881,21.18279241377119,67.8,2.281043866101013,70.08104386610101,65.51895613389898,544.8,10.02697061625988,554.8269706162598,534.7730293837401
85,21.152,0.21587972927295546,21.367879729272957,20.936120270727045,21.2178,0.465222975760735,21.683022975760736,20.752577024239265,70.81,2.1900689275483805,73.00006892754838,68.61993107245162,622.3,8.439359237875118,630.7393592378751,613.8606407621248
86,20.787,0.17538277702738506,20.962382777027383,20.611617222972615,20.3562,0.2235618358439004,20.5797618358439,20.132638164156102,61.14,1.5873617467082015,62.727361746708205,59.552638253291796,735.1,9.341366334153253,744.4413663341533,725.7586336658468
87,20.791,0.25092864804089,21.04192864804089,20.54007135195911,20.1806,0.135936412970695,20.31653641297069,20.044663587029305,58.47,1.8159242727459004,60.2859242727459,56.654075727254096,639.1,10.769584109883642,649.8695841098837,628.3304158901163
88,20.421,0.1525065646004809,20.573506564600482,20.268493435399517,19.6016,0.09989320777905597,19.70149320777906,19.501706792220943,55.05,1.6319778000107485,56.68197780001075,53.418022199989245,736.1,9.913098949977849,746.0130989499779,726.1869010500221
89,20.394,0.1489735817619935,20.54297358176199,20.245026418238005,20.2322,0.31800804246700204,20.550208042467002,19.914191957532996,54.04,1.4787933841196215,55.51879338411962,52.56120661588038,598.9,8.872194935307565,607.7721949353075,590.0278050646924
90,20.17,0.14909573046922497,20.319095730469225,20.020904269530778,19.5732,0.11327822221413165,19.68647822221413,19.45992177778587,63.0,2.724271625613782,65.72427162561378,60.27572837438622,711.0,9.495400734438755,720.4954007344387,701.5045992655613
91,20.181,0.17153150057152952,20.35253150057153,20.009468499428472,19.2944,0.05046315059399529,19.344863150593994,19.243936849406005,45.47,1.172115795055505,46.6421157950555,44.297884204944495,619.1,9.241288190150753,628.3412881901507,609.8587118098493
92,19.812,0.10153454692455144,19.913534546924552,19.71046545307545,19.6544,0.11114561659175805,19.76554561659176,19.54325438340824,45.82,1.5233471214132972,47.343347121413295,44.296652878586706,582.8,10.492790248344075,593.292790248344,572.3072097516559
93,19.857,0.11471205495608845,19.971712054956086,19.742287945043913,19.2784,0.05690391002969978,19.3353039100297,19.2214960899703,44.16,1.2289073668993615,45.38890736689936,42.93109263310063,774.5,9.841486822166603,784.3414868221666,764.6585131778334
94,19.549,0.06305193190289514,19.612051931902894,19.485948068097105,19.2304,0.04007845543706346,19.270478455437065,19.190321544562934,43.74,1.440493098112954,45.180493098112954,42.29950690188705,690.3,8.432755279969978,698.73275527997,681.8672447200299
95,19.515,0.06396838920654965,19.57896838920655,19.45103161079345,19.2976,0.06421814537043183,19.36181814537043,19.233381854629567,37.29,0.9354116821138463,38.225411682113844,36.354588317886154,672.9,9.877840649659383,682.7778406496593,663.0221593503406
96,19.734,0.11677543992739674,19.8507754399274,19.617224560072604,19.2112,0.05062621473782055,19.261826214737823,19.16057378526218,37.63,0.8303923852465394,38.46039238524654,36.79960761475346,614.4,7.99704204128868,622.3970420412886,606.4029579587113
97,19.381,0.05096106811966638,19.431961068119666,19.330038931880335,19.1184,0.02239940393074743,19.14079940393075,19.096000596069253,38.9,1.008187416749843,39.90818741674984,37.89181258325016,798.9,10.783735512997248,809.6837355129973,788.1162644870027
98,19.368,0.04865499202743905,19.41665499202744,19.319345007972558,19.1248,0.022364594845319514,19.14716459484532,19.10243540515468,38.75,1.0194139838829963,39.769413983883,37.730586016117,629.3,9.173616316229907,638.4736163162298,620.1263836837701
99,19.398,0.05516955969512135,19.45316955969512,19.34283044030488,19.1888,0.048420381165268526,19.23722038116527,19.140379618834732,34.61,0.8227703964651832,35.43277039646518,33.78722960353482,665.8,11.381797797223044,677.181797797223,654.4182022027769
100,19.332,0.05750117794048777,19.389501177940488,19.274498822059513,19.1504,0.03796531571817488,19.188365315718176,19.112434684281826,37.14,0.9976221251351711,38.137622125135174,36.14237787486483,554.2,9.452468936146195,563.6524689361462,544.7475310638539
101,19.341,0.04840871268195004,19.389408712681952,19.29259128731805,19.128,0.02536777112480424,19.153367771124806,19.102632228875194,33.38,0.6848599837642199,34.06485998376422,32.69514001623578,547.2,9.897817720308517,557.0978177203085,537.3021822796916
102,19.273,0.041205157834904076,19.314205157834905,19.231794842165094,19.0992,0.015388951820705545,19.114588951820707,19.083811048179292,35.28,1.1287286577105624,36.40872865771056,34.15127134228944,708.1,10.060577479609563,718.1605774796096,698.0394225203904
103,19.215,0.023449396549225874,19.238449396549225,19.191550603450775,19.128,0.03094299792013224,19.158942997920132,19.09705700207987,31.75,0.6490528622279658,32.39905286222797,31.100947137772035,501.3,10.421464159297999,511.721464159298,490.878535840702
104,19.183,0.020648566541945874,19.203648566541947,19.162351433458053,19.0864,0.013233580880339364,19.09963358088034,19.073166419119662,30.13,0.6051819761056847,30.735181976105682,29.524818023894316,602.2,10.227113135794552,612.4271131357946,591.9728868642055
105,19.195,0.023239074187316414,19.218239074187316,19.171760925812684,19.1024,0.01866272574506956,19.12106272574507,19.08373727425493,28.57,0.3869423717735612,28.95694237177356,28.18305762822644,617.4,9.289668971564756,626.6896689715647,608.1103310284352
106,19.189,0.02620403817318129,19.21520403817318,19.16279596182682,19.0896,0.014035259443972437,19.103635259443973,19.07556474055603,27.75,0.5176709364196804,28.26767093641968,27.23232906358032,870.9,7.282190437281331,878.1821904372813,863.6178095627187
107,19.149,0.017186898602646963,19.166186898602646,19.131813101397356,19.1056,0.020052204362130815,19.12565220436213,19.08554779563787,28.24,0.5838354106335388,28.82383541063354,27.65616458936646,389.1,8.729881755217779,397.8298817552178,380.37011824478225
108,19.223,0.03449129032912553,19.257491290329124,19.188508709670874,19.1024,0.01866272574506956,19.12106272574507,19.08373727425493,26.74,0.3885539826338735,27.12855398263387,26.351446017366126,858.2,7.457649593429524,865.6576495934296,850.7423504065705
109,19.16,0.0210543612814973,19.181054361281497,19.138945638718504,19.0928,0.015007861172166952,19.107807861172166,19.077792138827835,25.87,0.39989094215607246,26.269890942156074,25.470109057843928,707.9,10.849571359467049,718.749571359467,697.0504286405329
110,19.151,0.02042137723719631,19.171421377237195,19.130578622762805,19.0864,0.013233580880339364,19.09963358088034,19.073166419119662,26.07,0.3422561341795135,26.412256134179515,25.727743865820486,485.1,9.408966935265473,494.5089669352655,475.69103306473454
111,19.134,0.016142021842801387,19.1501420218428,19.1178579781572,19.0832,0.012635401170270236,19.095835401170273,19.07056459882973,26.37,0.4410691436009607,26.81106914360096,25.92893085639904,659.9,8.625161007854896,668.5251610078549,651.2748389921451
112,19.135,0.016592931489808366,19.15159293148981,19.118407068510194,19.0832,0.012635401170270236,19.095835401170273,19.07056459882973,28.48,0.6764349717287577,29.156434971728757,27.803565028271244,724.1,9.393832547782692,733.4938325477827,714.7061674522173
113,19.128,0.015495029906639674,19.14349502990664,19.11250497009336,19.0832,0.012635401170270236,19.095835401170273,19.07056459882973,27.76,1.1235951538135422,28.883595153813545,26.63640484618646,681.8,11.846987882692584,693.6469878826925,669.9530121173074
114,19.132,0.016096394899591696,19.148096394899593,19.11590360510041,19.0832,0.012635401170270236,19.095835401170273,19.07056459882973,24.93,0.326278882799382,25.256278882799382,24.603721117200617,599.8,6.067483159385506,605.8674831593854,593.7325168406145
115,19.128,0.015495029906639674,19.14349502990664,19.11250497009336,19.0832,0.012635401170270236,19.095835401170273,19.07056459882973,25.92,0.3342108347544295,26.25421083475443,25.585789165245572,662.7,11.466937683139188,674.1669376831393,651.2330623168608
116,19.128,0.015495029906639674,19.14349502990664,19.11250497009336,19.0832,0.012635401170270236,19.095835401170273,19.07056459882973,25.48,0.4824052206174408,25.96240522061744,24.99759477938256,689.5,10.090708248856178,699.5907082488562,679.4092917511438
117,19.128,0.015495029906639674,19.14349502990664,19.11250497009336,19.0832,0.012635401170270236,19.095835401170273,19.07056459882973,25.13,0.542864817166507,25.672864817166506,24.587135182833492,437.9,8.28444841489116,446.18444841489116,429.6155515851088
